group	y	yend
1	3.15404039966274	0
1	4.13454325062342	0
1	0.891622595068527	0
1	3.74131486430693	0
1	5.44892395740599	0
1	-1.03127487804221	0
1	1.30680649322486	0
1	3.51186265533736	0
1	3.3768784399137	0
1	5.0185056028819	0
1	7.78771488750589	0
1	5.72034595764889	0
1	0.635381758969696	0
1	-0.734022083637422	0
1	3.63081331629488	0
1	2.92393732945823	0
1	1.66190842421557	0
1	1.9362358523877	0
1	5.36223131359011	0
1	2.52313131451625	0
1	2.22972335658098	0
1	6.29141747376619	0
1	2.23908737021511	0
1	1.26796603250535	0
1	5.63632748342423	0
1	3.57105796567967	0
1	5.60806698763597	0
1	0.764167489781314	0
1	-0.17444518454006	0
1	4.79378914027332	0
1	5.82487841023188	0
1	2.19702959276348	0
1	3.81409538082551	0
1	4.77508431036792	0
1	-1.71835902529914	0
1	1.15921044424645	0
1	0.445980928220179	0
1	5.23371145125049	0
1	3.8577850677264	0
1	5.05870491905393	0
1	0.745275042797688	0
1	1.61091547680743	0
1	2.69633017707296	0
1	3.7951085274993	0
1	1.44417112971472	0
1	-0.151127704060958	0
1	6.5891767102709	0
1	4.67368545881144	0
1	1.38142514367834	0
1	3.60582611401275	0
1	3.93049402792093	0
1	-0.391309647495345	0
1	4.05365673950385	0
1	2.27249014564962	0
1	8.44197312053238	0
1	9.36400283597614	0
1	3.36792680397048	0
1	0.79992516820753	0
1	3.16740879637863	0
1	3.28890966910758	0
1	5.32597997545301	0
1	4.15989975797296	0
1	4.62508436734321	0
1	4.06163627243618	0
1	0.608230779812249	0
1	4.8294839147249	0
1	-0.481188747435812	0
1	4.33324569925033	0
1	5.80102519021506	0
1	5.0932953605025	0
1	4.9165814307334	0
1	-0.456534962971283	0
1	5.14135177202561	0
1	2.12915515192639	0
1	0.634625729080186	0
1	1.22970245596479	0
1	-0.0726205702199358	0
1	3.66227344242316	0
1	1.48475845529359	0
1	-0.942749875683684	0
1	2.25470562571975	0
1	1.45455469746355	0
1	5.9562077797599	0
1	1.00075348787141	0
1	2.64536948709188	0
1	5.4497472115574	0
1	3.85947233973299	0
1	4.66148062656714	0
1	5.26710653607515	0
1	5.67437130499998	0
1	3.47718344743641	0
1	8.06212934832508	0
1	4.46707568019753	0
1	2.14281202288332	0
1	4.50017884441262	0
1	2.33311989580417	0
1	0.715168861366957	0
1	2.39296467924709	0
1	-1.31444668642128	0
1	1.42359898546132	0
1	0.830923077088873	0
1	3.96504811467462	0
1	2.55659582756871	0
1	0.359953177768052	0
1	0.889871125530858	0
1	8.25532572744072	0
1	6.65718086356884	0
1	4.95164025311545	0
1	1.22392389665647	0
1	5.77178635818156	0
1	-1.12849707742495	0
1	0.68595546797413	0
1	6.7242030045847	0
1	2.10976515007462	0
1	4.69596914872965	0
1	5.13591868823264	0
1	1.06661786634053	0
1	4.82266797955946	0
1	4.31067057087092	0
1	1.80473276463716	0
1	-0.962946644494261	0
1	5.71251618320364	0
1	2.66474403668948	0
1	4.60023293070514	0
1	1.27069285052165	0
1	4.70195967878535	0
1	2.78585248912112	0
1	4.67946097736106	0
1	3.26473018609395	0
1	1.77718747762825	0
1	2.67108769117817	0
1	4.35982474578546	0
1	6.84974890775299	0
1	-0.893561116752308	0
1	1.0414245237707	0
1	-0.661454181204971	0
1	2.03264325827361	0
1	1.78727384762591	0
1	-1.21476090462747	0
1	2.84035551031012	0
1	-1.92544732339913	0
1	4.74391931814099	0
1	1.23684306104109	0
1	3.52394363702012	0
1	-0.60769795026067	0
1	1.78293700919429	0
1	9.12357248076193	0
1	1.55460162166328	0
1	2.79747309673443	0
1	-2.468480763009	0
1	3.21250437248829	0
1	2.61992310149195	0
1	3.39119933659318	0
1	1.42248703238835	0
1	0.0224335439709509	0
1	2.76441723998846	0
1	4.82227399060934	0
1	4.30581213615538	0
1	1.56461070933343	0
1	8.46238412942214	0
1	5.14145786889453	0
1	0.152141180491686	0
1	5.43955415746924	0
1	3.0929359640409	0
1	-0.522200305679872	0
1	7.93345967206466	0
1	5.10709505665504	0
1	1.13808574947018	0
1	1.36884511637092	0
1	4.38938467747954	0
1	6.83347206322215	0
1	1.16791741174778	0
1	1.77720762258611	0
1	3.4975384431208	0
1	3.04903500163892	0
1	0.557875387409282	0
1	3.70938463379437	0
1	5.7040181250073	0
1	4.42296419835094	0
1	2.99732712778944	0
1	1.77497222628881	0
1	6.82023048077642	0
1	1.12114394749595	0
1	0.0454630274296597	0
1	1.77970022714975	0
1	4.54732905591619	0
1	4.38055630961751	0
1	0.120842644778862	0
1	-0.5227724176263	0
1	0.86190148314876	0
1	1.37532887078729	0
1	4.47059296001707	0
1	3.93126489666456	0
1	2.09693380443249	0
1	1.88443942552515	0
1	0.360592221502674	0
1	8.22015178402632	0
1	-1.07473712331055	0
1	4.91616731797472	0
1	0.54073987584485	0
1	3.15404039966274	0.0597860253548001
1	4.13454325062342	0.0460847575437651
1	0.891622595068527	0.020288743480962
1	3.74131486430693	-0.0228081061075022
